loss,accuracy,auc,precision,recall,val_loss,val_accuracy,val_auc,val_precision,val_recall,lr
0.5260034203529358,0.7089056372642517,0.8386617302894592,0.04802295193076134,0.824411153793335,0.5276213884353638,0.7201932072639465,0.8475576043128967,0.04647519439458847,0.7606837749481201,0.00017433571
0.5213965177536011,0.6915094256401062,0.8397325873374939,0.044982291758060455,0.8158458471298218,0.5784035325050354,0.6764261722564697,0.841922402381897,0.041195109486579895,0.7777777910232544,0.00015975459
0.5257568359375,0.6992830038070679,0.8349003195762634,0.04588377848267555,0.8115631937980652,0.5285855531692505,0.7109870314598083,0.8455077409744263,0.0455005057156086,0.7692307829856873,0.00014639301
0.508719801902771,0.6989433765411377,0.8471888899803162,0.04692966490983963,0.8329764604568481,0.5302639603614807,0.7200422286987305,0.848304033279419,0.04692387953400612,0.7692307829856873,0.000134149
0.5144606828689575,0.7066037654876709,0.8430417776107788,0.04676258936524391,0.8072805404663086,0.5319022536277771,0.7031391263008118,0.8425959944725037,0.042984191328287125,0.7435897588729858,0.00012292902
0.5041021704673767,0.7122641801834106,0.8505067825317383,0.04901713877916336,0.8329764604568481,0.638305127620697,0.6343193650245667,0.8263555765151978,0.03806089609861374,0.811965823173523,0.000112647474
0.5155341029167175,0.717094361782074,0.8413795232772827,0.049358975142240524,0.824411153793335,0.5752777457237244,0.6697856783866882,0.8445427417755127,0.041205137968063354,0.7948718070983887,0.00010322584
0.49956437945365906,0.7136603593826294,0.8521983623504639,0.049018364399671555,0.8286938071250916,0.4788815379142761,0.740114688873291,0.8469101786613464,0.049915872514247894,0.7606837749481201,9.459222e-05
0.50246262550354,0.7048678994178772,0.8486776947975159,0.04739044979214668,0.824411153793335,0.48589545488357544,0.742831289768219,0.8542130589485168,0.051948051899671555,0.7863247990608215,8.6680746e-05
0.5034982562065125,0.7163773775100708,0.848207950592041,0.04854617640376091,0.8115631937980652,0.5296120643615723,0.7183821201324463,0.8437305092811584,0.046656299382448196,0.7692307829856873,7.943093e-05
0.4906344711780548,0.7199622392654419,0.8559812903404236,0.04949468746781349,0.8179871439933777,0.5841323733329773,0.6712949275970459,0.8399638533592224,0.043420471251010895,0.8376068472862244,7.278747e-05
